"""The snare was set on our fallen. Beetles burst from their flesh, flooding the sands. Their exploding carapaces halted the advancing enemy... but it was not enough. And for that... I grieve."" ",「死者たちに罠がしかけられていた。彼らの肉体から甲虫の群れが飛び出し、砂漠へと流れ出した。爆発する甲殻は進軍する敵を止めたが……それでは足りなかった。そのことは……残念だ。」
Kelari admitted his wrongdoing to Varashta.,ケラリは自らの罪をヴァラシュタに認めた。
"""There is none among us, neither God or Man,",「神だろうが人だろうが、私達の中で
that knows what we will find after death.,死後のことを知る者はいない。
"What better stakes for a bet could there be?""",賭けの対象としてこれ以上のものはありますか？」
"""Wipe the tears from your face, dear Navira. I did not deceive you. I meant every word. I will forever cherish you, my beloved. Know that I did it all for you... for our future!"" ",「ナヴィラよ、涙を拭いてくれ。私はお前を騙そうとしてなどいない。全て本心からの言葉だった。私はずっとお前を愛し続ける。全てはお前のため……我々の未来のためだったのだ！」
Kelari pleaded with the Tale Woman.,ケラリは語り女に嘆願した。
"""Yes... they fell by my blade and fire lashed them for their betrayal! No dekhara is exempt from fighting back the Winter before us. Lest they too know the Doom of the Desert!"" ",「そうだ……奴らは我が刃に倒れ、その裏切りのため炎に焼かれた！我らの前の冬と戦うことを免除されるデカーラはいない。砂漠の死を体験したくなければな！」
"Ruzhan fumed at Varashta, in pure defiance.",ルザンは反抗心をむき出しに、ヴァラシュタに怒りをぶつけた。
"""You have forsaken your duty to my akhara. Yes... we do not abide weakness. But we also do not abide madness in the fervour of battle! Your slain dekhara will have their justice. You must pay."" ",「お前は我がアカーラへの義務を放棄した。そう……我らは弱さを許さぬ。だが我らは戦いの熱の中での狂気も許さぬ！殺されたお前のデカーラたちの報復は果たされるだろう。お前は償わねばならない。」
"Varashta condemned Ruzhan to the ritual of the barya, sentenced to serve as a Djinn.",ヴァラシュタはルザンにジンとして仕える、バリャの儀の刑を言い渡した。
"""You knew the twisted plan these fools devised. As Tale Woman, you are their compass in the sandstorm. Yet... you did not act. And now we mourn these honoured dead. You must pay.""",「お前はこの馬鹿者どもの邪悪な計画を知っていた。語り女として、お前は砂嵐の中でこ奴らの羅針盤でなくてはならない。だが……お前は何もしなかった。そして今、我らはこの名誉ある死者たちを悼んでいる。お前は償わねばならない。」
"Varashta condemned Navira to the ritual of the barya, sentenced to serve as a Djinn.",ヴァラシュタはナヴィラにジンとして仕える、バリャの儀の刑を言い渡した。
"""{0}"" must be completed before this skill can be allocated",このスキルを割り当てる前に、「{0}」を完了しなければなりません
# in queue,キューの順番
%1$+d to Melee range with Spears,スピアの近接距離 %1$+d
'More' and 'Less':,「上昇」と「低下」:
(13-17)% increased Spell Damage (Tier 3),スペルダメージが(13-17)%増加する (ティア 3)
(18-22)% increased Spell Damage (Tier 4),スペルダメージが(18-22)%増加する (ティア 4)
(23-26)% increased Spell Damage (Tier 5),スペルダメージが(23-26)%増加する (ティア 5)
(3-7)% increased Spell Damage (Tier 1),スペルダメージが(3-7)%増加する (ティア 1)
(8-12)% increased Spell Damage (Tier 2),スペルダメージが(8-12)%増加する (ティア 2)
(Capture the Soul of this boss again to re-enable this Secondary Pantheon Power),（このボスの魂を再び捕獲することで二つ目のパンテオンの力が再び有効になります）
(Completed),(完了)
(Corpse),(死体)
(Ctrl+Click to quick accept),(Ctrl+クリックで簡易契約 )
(Ctrl+Click to quick purchase),(Ctrl+クリックで簡易購入 )
(Ctrl+Click to quick select),(Ctrl+クリックで簡易選択 )
(Level {0}),(レベル {0})
(Lvl: {0}),(レベル: {0})
(Max Level),(最大レベル)
(Ore to Mine),（採掘用鉱石）
(Rank: {0}),(ランク: {0})
"(Rank: {0}, Lvl: {1})","(ランク: {0}, レベル: {1})"
(Runegraft can be removed by using an Orb of Scouring on this Passive Skill),(このパッシブスキル上で洗浄のオーブを使用すると、ルーングラフトを取り除くことができる)
(Scrying connection can be removed by using an Orb of Scouring on this Map),(このマップ上に洗浄のオーブを使用することで透視の繋がりを取り除くことができます)
(Tattoo can be removed by using an Orb of Scouring on this Passive Skill),(タトゥーはパッシブスキル上で洗浄のオーブを使用することで取り除くことが出来ます)
(Tier {0}),(ティア{0})
(Tier: {0}),(ティア: {0})
"(Tier: {0}, Lvl: {1})","(ティア: {0}, レベル: {1})"
(gem),(ジェム)
(jewel),(ジュエル)
(lvl {0}),(レベル {0})
({0} unread Help pages available),({0}の利用可能なヘルプページが未読)
({1} from {0}),{1} - {0}
({1}/{2} from {0}),({1}/{2} - {0}から)
*These fields must be filled in,*必須項目です
+ Add Stat Filter,＋ステータスフィルターを追加
+ Add Stat Group,＋ステータスグループを追加
+ Additional Global Mods,+ 追加のグローバルモッド
+0 Prefix Modifier allowed,プレフィックスモッド +0個
+0 Suffix Modifier allowed,サフィックスモッド +0個
+0.2 metres to Weapon Range (Tier 1),武器の攻撃範囲 +0.2m (ティア 1)
+0.2 seconds to Flameblast and Incinerate Cooldown,フレイムブラストおよびインシネレートのクールダウン時間が+0.2秒される
Flameblast and Incinerate cannot inflict Elemental Ailments,フレイムブラストおよびインシネレートは元素系状態異常を付与できない
Flameblast starts with 2 additional Stages,フレイムブラストは2ステージ追加された状態で開始する
Incinerate starts with 2 additional Stages (Tier 1),インシネレートは2ステージ追加された状態で開始する (ティア 1)
+0.3 metres to Weapon Range (Tier 2),武器の攻撃範囲 +0.3m (ティア 2)
+0.4 seconds to Flameblast and Incinerate Cooldown,フレイムブラストおよびインシネレートのクールダウン時間が+0.4秒される
Flameblast starts with 4 additional Stages,フレイムブラストは4ステージ追加された状態で開始する
Incinerate starts with 4 additional Stages (Tier 1),インシネレートは4ステージ追加された状態で開始する (ティア 1)
+0.4% to Critical Strike Chance (Tier 1),クリティカル率 +0.4% (ティア 1)
+0.4% to Spell Critical Strike Chance (Tier 1),スペルクリティカル率 +0.4% (ティア 1)
+0.5% to Spell Critical Strike Chance (Tier 2),スペルクリティカル率 +0.5% (ティア 2)
+0.6% to Critical Strike Chance (Tier 2),クリティカル率 +0.6% (ティア 2)
+0.6% to Spell Critical Strike Chance (Tier 3),スペルクリティカル率 +0.6% (ティア 3)
+0.8% to Critical Strike Chance (Tier 3),クリティカル率 +0.8% (ティア 3)
+0.8% to Spell Critical Strike Chance (Tier 1),スペルクリティカル率 +0.8% (ティア 1)
+0.9% to Critical Strike Chance,クリティカル率 +0.9%
-500 to Accuracy Rating (Tier 1),命中力 -500 (ティア 1)
+0.9% to Spell Critical Strike Chance (Tier 2),スペルクリティカル率 +0.9% (ティア 2)
+1 Prefix Modifier allowed,プレフィックスモッド +1個
+1 Radius per {0} Rage,憤怒{0}ごとに効果半径が+1される
+1 Ring Slot,指輪スロット +1
+1 Suffix Modifier allowed,サフィックスモッド +1個
+1 metre to Bow Strike Range,弓ストライク距離 {0}m
+1 metre to Discharge radius,ディスチャージの半径 +1m
+1 metre to Melee Strike Range,近接ストライク距離 +1m
+1 metre to Melee Strike Range if you have Killed Recently,直近プレイヤーが敵を倒していれば近接ストライク距離 +1m
+1 metre to Melee Strike Range per White Socket,白ソケット1個ごとに近接ストライク距離 +1m
+1 metre to Melee Strike Range while Dual Wielding,二刀流中は近接ストライク距離 +1m
+1 metre to Melee Strike Range while Fortified,堅牢化中は近接ストライク距離 +1m
+1 metre to Melee Strike Range while Holding a Shield,盾装備中は近接ストライク距離 +1m
+1 metre to Melee Strike Range while at least 5 Enemies are Nearby,近くに敵が最低5体いれば近接ストライク距離 +1m
+1 metre to Melee Strike Range with Axes,斧装備中は近接ストライク距離 +1m
+1 metre to Melee Strike Range with Claws,鉤爪装備中は近接ストライク距離 +1m
+1 metre to Melee Strike Range with Maces and Sceptres,メイスまたはセプター装備中は近接ストライク距離 +1m
+1 metre to Melee Strike Range with One Handed Weapons,片手武器装備中は近接ストライク距離 +1m
+1 metre to Melee Strike Range with Staves,スタッフ装備中は近接ストライク距離 +1m
+1 metre to Melee Strike Range with Swords,剣装備中は近接ストライク距離 +1m
+1 metre to Melee Strike Range with Two Handed Weapons,両手武器装備中は近接ストライク距離 +1m
+1 metre to Melee Strike Range with Unarmed Attacks,素手アタックの近接ストライク距離 +1m
+1 metre to Weapon Range per 10% Quality,品質10%ごとに武器の攻撃距離 +1m
+1 rank to {0},{0}は1ランク上がる。
+1 rank to {0} members. -1 rank to {1} members,{0}のメンバーのランクを+1する。 {1}のメンバーのランクを-1する。
+1 rank to {0}. {0} moves to {1},{0}は1ランク上がる。{0}は{1}に移動する。
+1 second to Flameblast and Incinerate Cooldown,フレイムブラストおよびインシネレートのクールダウン時間が+1秒される
+1 second to Summon Skeleton Cooldown,スケルトン召喚のクールダウン +1秒
+1 to Explosion Radius per Energy,エネルギー1ごとに爆発半径 +1
Pulse deals 50% more Damage with Hits,パルスのヒットダメージが50%上昇する
+1 to Level of ContainsExpedition Logbook found in your Maps,マップで見つかるエクスペディションログブックのレベル +1
+1 to Level of Socketed Bow Gems (Tier 1),ソケットされた弓ジェムのレベル +1 (ティア 1)
+1 to Level of Socketed Dexterity Gems (Tier 1),ソケットされた器用さジェムのレベル +1 (ティア 1)
+1 to Level of Socketed Intelligence Gems (Tier 1),ソケットされた知性ジェムのレベル +1 (ティア 1)
+1 to Level of Socketed Melee Gems (Tier 1),ソケットされた近接ジェムのレベル +1 (ティア 1)
+1 to Level of Socketed Minion Gems (Tier 1),ソケットされたミニオンジェムのレベル +1 (ティア 1)
+1 to Level of Socketed Skill Gems per {0} Player Levels,プレイヤーのレベル{0}ごとにソケットされたスキルジェムのレベル +1
+1 to Level of Socketed Spell Gems (Tier 1),ソケットされたスペルジェムのレベル +1 (ティア 1)
+1 to Level of Socketed Strength Gems (Tier 1),ソケットされた筋力ジェムのレベル +1 (ティア 1)
+1 to Maximum Endurance Charges,エンデュランスチャージの最大数 +1
-1 to Maximum Frenzy Charges,フレンジーチャージの最大数 -1
-1 to Maximum Power Charges (Tier 1),パワーチャージの最大数 -1 (ティア 1)
+1 to Maximum Energy Shield per 12 ItemDefences on Equipped Body Armour,装備中の鎧のアイテム回避力 12ごとに最大エナジーシールド +1
+1 to Maximum Energy Shield per 8 Maximum Life,最大ライフ8ごとに最大エナジーシールド +1
+1 to Maximum Energy Shields per 12 ItemDefences on Equipped Body Armour,装備中の鎧のアイテム回避力 12ごとに最大エナジーシールド +1
+1 to Maximum Energy Shields per 8 Maximum Life,最大ライフ8ごとに最大エナジーシールド +1
+1 to Maximum EnergyShield per 12 ItemDefences on Equipped Body Armour,装備中の鎧のアイテム回避力 12ごとに最大エナジーシールド +1
+1 to Maximum EnergyShield per 8 Maximum Life,最大ライフ8ごとに最大エナジーシールド +1
+1 to Maximum EnergyShield per {0} ItemDefences on Equipped Body Armour,装備中の鎧のアイテム回避力 {0}ごとに最大エナジーシールド +1
+1 to Maximum EnergyShield per {0} Maximum Life,最大ライフ{0}ごとに最大エナジーシールド +1
+1 to Maximum Mana per 6 Maximum Life,最大ライフ6ごとに最大マナ +1
+1 to Maximum Mana per {0} Maximum Life,最大ライフ{0}ごとに最大マナ +1
+1 to Maximum Spirit per 25 Maximum Life,最大ライフ25ごとに最大スピリット +1
+1 to Maximum Spirit per {0} Maximum Life,最大ライフ{0}ごとに最大スピリット +1
+1 to Minimum Endurance Charges,エンデュランスチャージの最低数 +1
+1 to Minimum Frenzy Charges,フレンジーチャージの最低数 +1
+1 to Minimum Power Charges (Tier 1),パワーチャージの最低数 +1 (ティア 1)
+1 to Spirit for every 20 Evasion on Equipped Body Armour,装備中の鎧の回避力20ごとにスピリット +1
+1 to Spirit for every 8 ItemDefences on Equipped Body Armour,装備中の鎧のアイテムエナジーシールド8ごとにスピリット +1
+1 to Spirit for every {0} Evasion on Equipped Body Armour,装備中の鎧の回避力{0}ごとにスピリット +1
+1 to Spirit for every {0} ItemDefences on Equipped Body Armour,装備中の鎧のアイテムエナジーシールド{0}ごとにスピリット +1
+1 to Stun Threshold per Dexterity,器用さ1ごとにスタン閾値 +1
+1 to StunThreshold per Dexterity,器用さ1ごとにスタン閾値 +1
+1 to maximum Blade Flurry stages,ブレードフラリィの最大ステージ +1
+1 to maximum ElementalInfusion,ライトニングインフュージョンの最大スタック数が+1追加される
+1 to maximum Energy Shield per 8 Evasion Rating on Equipped Body Armour,装備中の鎧の回避力8ごとに最大エナジーシールド +1
+1 to maximum Energy Shield per {0} Evasion Rating on Equipped Body Armour,装備中の鎧の回避力{0}ごとに最大エナジーシールド +1
+1 to maximum Energy Shields per 8 Evasion Rating on Equipped Body Armour,装備中の鎧の回避力8ごとに最大エナジーシールド +1
+1 to maximum EnergyShield per 8 Evasion Rating on Equipped Body Armour,装備中の鎧の回避力8ごとに最大エナジーシールド +1
+1 to maximum number of Raised Zombies per {0} Intelligence,知性{0}ごとにゾンビの最大蘇生数 +1
+1 to maximum number of Raised Zombies per {0} Strength,筋力{0}ごとにゾンビの最大蘇生数 +1
+1 to maximum number of Summoned Golems,ゴーレム最大召喚数 +1
50% reduced Effect of Buffs granted by your Golems (Tier 1),ゴーレムにより付与されるバフの効果が50%減少する (ティア 1)
+1 to maximum number of Summoned Totem,トーテム最大召喚数 +1
+1 to maximum number of Summoned Totems,トーテム最大召喚数 +1
+1 to maximum number of placed Banner,設置できるバナーの最大数 +1
+1% Chance to Suppress Spell Damage per 15 Dexterity,器用さ15ごとにスペルダメージ抑制確率 +1%
+1% Chance to Suppress Spells Damage per 15 Dexterity,器用さ15ごとにスペルダメージ抑制確率 +1%
+1% to MaximumResistances per Blue SupportGem Socketed,いずれかの場所にソケットされた青サポートジェム1個ごとに冷気耐性の最大値 +1%
+1% to MaximumResistances per Green SupportGem Socketed,いずれかの場所にソケットされた緑サポートジェム1個ごとに雷耐性の最大値 +1%
+1% to MaximumResistances per Red SupportGem Socketed,いずれかの場所にソケットされた赤サポートジェム1個ごとに火耐性の最大値 +1%
+1% to Spell Critical Strike Chance (Tier 3),スペルクリティカル率 +1% (ティア 3)
+1.2% to Critical Strike Chance,クリティカル率 +1.2%
-500 to Accuracy Rating (Tier 2),命中力 -500 (ティア 2)
+1.5% to Critical Strike Chance,クリティカル率 +1.5%
-500 to Accuracy Rating (Tier 3),命中力 -500 (ティア 3)
+10 to Maximum Rage while wielding an Axe,斧装備中に憤怒の最大値 +10
+10 to Maximum Rage while wielding an Axes,斧装備中に憤怒の最大値 +10
+10 to maximum Energy Shield (Tier 2),最大エナジーシールド +10 (ティア 2)
+10% Chance to Block,ブロック率 +10%
Cannot Block Spell Damage (Tier 2),スペルダメージをブロックすることができない (ティア 2)
You take 10% of Damage from Blocked Hits (Tier 2),ブロックしたヒットからダメージの10%を受ける (ティア 2)
+10% to Maximum Effect of Shock,感電効果の最大値 +10%
+10% to Wave of Conviction Damage over Time Multiplier per 0.1 seconds of Duration expired (Tier 1),効果が切れるまでの持続時間0.1秒ごとにウェーブオブコンヴィクションの継続ダメージ倍率 +10% (ティア 1)
+10% to all Elemental Resistances,全ての元素耐性 +10%
-13% to Chaos Resistance (Tier 1),混沌耐性 -13% (ティア 1)
-4% Chance to Block (Tier 1),ブロック率 -4% (ティア 1)
+10% to all Elemental Resistances and maximum Elemental Resistances while affected by a Non-Vaal Guard Skill,ヴァールスキル以外のガードスキルの影響を受けている時全ての元素耐性および元素耐性の最大値が+10%される
20% additional Physical Damage Reduction while affected by a Non-Vaal Guard Skill,ヴァールスキル以外のガードスキルの影響を受けている時物理ダメージ軽減率が+20%追加される
20% more Damage taken if a Non-Vaal Guard Buff was lost Recently,直近ヴァールスキル以外のガードスキルの効果が尽きたならば受けるダメージが20%上昇する
+10% to all Elemental Resistances and maximum Elemental Resistances while affected by a Non-Vaal Guard Skills,ヴァールスキル以外のガードスキルの影響を受けている時全ての元素耐性および元素耐性の最大値が+10%される
+100 to Armour,アーマー +100
10% increased Damage taken from Damage Over Time (Tier 1),受ける継続ダメージが10%増加する (ティア 1)
+100 to Evasion Rating,回避力 +100
20% increased Duration of Ailments on You (Tier 1),プレイヤーに対する状態異常の持続時間が20%増加する (ティア 1)
25% reduced Stun and Block Recovery (Tier 1),スタンおよびブロック復帰が25%減少する (ティア 1)
+100% of Armour also applies to Chaos,アーマーの+100%が混沌ダメージにも適用される
+100% of Armour also applies to Lightning,アーマーの+100%が雷ダメージにも適用される
+100% of Armour also applies to Lightning Damage,アーマーの+100%が雷ダメージにも適用される
+100% of Armour applies to ElementalDamage,アーマーの+100%が元素ダメージに適用され
Armour does not apply to Physical,アーマーは物理ダメージに適用されない
-15% to all maximum Elemental Resistances,全ての元素耐性の最大値 -15%
+100% to Critical Strike Multiplier for Spell Damage,スペルダメージのクリティカルダメージ倍率 +100%
-2% to Spell Critical Strike Chance (Tier 3),スペルクリティカル率 -2% (ティア 3)
+12 to maximum Energy Shield,最大エナジーシールド +12
8% increased maximum Mana (Tier 2),最大マナが8%増加する (ティア 2)
+12 to maximum Rage while Shapeshift,シェープシフト状態の間憤怒の最大値 +12
+12 to maximum Rage while Shapeshifted,シェープシフト状態の間憤怒の最大値 +12
+12% Chance to Block,ブロック率 +12%
Cannot Block Spell Damage (Tier 3),スペルダメージをブロックすることができない (ティア 3)
You take 10% of Damage from Blocked Hits (Tier 3),ブロックしたヒットからダメージの10%を受ける (ティア 3)
+12% to Chaos Damage over Time Multiplier,混沌継続ダメージ倍率 +12%
-15% to Chaos Resistance (Tier 1),混沌耐性 -15% (ティア 1)
+12% to Cold Damage over Time Multiplier,冷気継続ダメージ倍率 +12%
-15% to Cold Resistance (Tier 1),冷気耐性 -15% (ティア 1)
+12% to Fire Damage over Time Multiplier,火継続ダメージ倍率 +12%
-15% to Fire Resistance (Tier 1),火耐性 -15% (ティア 1)
+12% to Physical Damage over Time Multiplier,物理継続ダメージ倍率 +12%
Hits against you Overwhelm 6% of Physical Damage Reduction (Tier 1),プレイヤーに対するヒットは6%の物理ダメージ軽減を圧倒する (ティア 1)
+12% to Quality (Tier 2),品質 +12% (ティア 2)
+12% to all Elemental Resistances,全ての元素耐性 +12%
-13% to Chaos Resistance (Tier 2),混沌耐性 -13% (ティア 2)
-4% Chance to Block (Tier 2),ブロック率 -4% (ティア 2)
+120 to Dexterity,器用さ +120
Gain no inherent bonuses from Dexterity (Tier 2),器用さによる固有ボーナスを獲得できない (ティア 2)
+120 to Intelligence,知性 +120
Gain no inherent bonuses from Intelligence (Tier 2),知性による固有ボーナスを獲得できない (ティア 2)
+120 to Strength,筋力 +120
Gain no inherent bonuses from Strength (Tier 2),筋力による固有ボーナスを獲得できない (ティア 2)
+125 to Armour,アーマー +125
10% increased Damage taken from Damage Over Time (Tier 2),受ける継続ダメージが10%増加する (ティア 2)
+125 to Evasion Rating,回避力 +125
20% increased Duration of Ailments on You (Tier 2),プレイヤーに対する状態異常の持続時間が20%増加する (ティア 2)
25% reduced Stun and Block Recovery (Tier 2),スタンおよびブロック復帰が25%減少する (ティア 2)
+13% to Chaos Resistance,混沌耐性 +13%
Minions deal 1 to 3 additional Chaos Damage (Tier 1),ミニオンは1から3の追加混沌ダメージを与える (ティア 1)
Minions deal 11 to 17 additional Chaos Damage (Tier 4),ミニオンは11から17の追加混沌ダメージを与える (ティア 4)
Minions deal 22 to 33 additional Chaos Damage (Tier 5),ミニオンは22から33の追加混沌ダメージを与える (ティア 5)
Minions deal 3 to 6 additional Chaos Damage (Tier 2),ミニオンは3から6の追加混沌ダメージを与える (ティア 2)
Minions deal 7 to 10 additional Chaos Damage (Tier 3),ミニオンは7から10の追加混沌ダメージを与える (ティア 3)
+14% to all Elemental Resistances,全ての元素耐性 +14%
-13% to Chaos Resistance (Tier 3),混沌耐性 -13% (ティア 3)
-4% Chance to Block (Tier 3),ブロック率 -4% (ティア 3)
+15 to maximum Energy Shield,最大エナジーシールド +15
8% increased maximum Mana (Tier 3),最大マナが8%増加する (ティア 3)
+15 to maximum Energy Shield (Tier 3),最大エナジーシールド +15 (ティア 3)
+15 to maximum Life,最大ライフ +15
20% increased Stun Threshold (Tier 1),スタン閾値が20%増加する (ティア 1)
Recover 1% of Life on Kill (Tier 1),敵を倒した時にライフの1%を回復する (ティア 1)
Regenerate 0.4% of Life per second (Tier 1),毎秒ライフの0.4%を自動回復する (ティア 1)
+15% to Vortex Critical Strike Chance when Cast on Frostbolt (Tier 1),フロストボルトに対してキャストされた時にヴォ―テックスのクリティカル率 +15% (ティア 1)
+15% to Wave of Conviction Damage over Time Multiplier per 0.1 seconds of Duration expired (Tier 1),効果が切れるまでの持続時間0.1秒ごとにウェーブオブコンヴィクションの継続ダメージ倍率 +15% (ティア 1)
+150 to Accuracy Rating (Tier 1),命中力 +150 (ティア 1)
+150 to Armour,アーマー +150
10% increased Damage taken from Damage Over Time (Tier 3),受ける継続ダメージが10%増加する (ティア 3)
+150 to Evasion Rating,回避力 +150
20% increased Duration of Ailments on You (Tier 3),プレイヤーに対する状態異常の持続時間が20%増加する (ティア 3)
25% reduced Stun and Block Recovery (Tier 3),スタンおよびブロック復帰が25%減少する (ティア 3)
+16% to Chaos Damage over Time Multiplier,混沌継続ダメージ倍率 +16%
-15% to Chaos Resistance (Tier 2),混沌耐性 -15% (ティア 2)
+16% to Cold Damage over Time Multiplier,冷気継続ダメージ倍率 +16%
-15% to Cold Resistance (Tier 2),冷気耐性 -15% (ティア 2)
+16% to Fire Damage over Time Multiplier,火継続ダメージ倍率 +16%
-15% to Fire Resistance (Tier 2),火耐性 -15% (ティア 2)
+16% to Physical Damage over Time Multiplier,物理継続ダメージ倍率 +16%
Hits against you Overwhelm 6% of Physical Damage Reduction (Tier 2),プレイヤーに対するヒットは6%の物理ダメージ軽減を圧倒する (ティア 2)
+16% to Quality (Tier 3),品質 +16% (ティア 3)
+2 to Level of Socketed Melee Gems (Tier 1),ソケットされた近接ジェムのレベル +2 (ティア 1)
+2 to Level of Socketed Minion Gems (Tier 1),ソケットされたミニオンジェムのレベル +2 (ティア 1)
+2 to Level of Socketed Spell Gems (Tier 1),ソケットされたスペルジェムのレベル +2 (ティア 1)
+2 to Maximum Endurance Charges,エンデュランスチャージの最大数 +2
-2 to Maximum Frenzy Charges,フレンジーチャージの最大数 -2
-2 to Maximum Power Charges (Tier 1),パワーチャージの最大数 -2 (ティア 1)
+2 to Minimum Endurance Charges,エンデュランスチャージの最低数 +2
+2 to Minimum Frenzy Charges,フレンジーチャージの最低数 +2
+2 to Minimum Power Charges (Tier 1),パワーチャージの最低数 +2 (ティア 1)
+2 to maximum number of Summoned Golems,ゴーレム最大召喚数 +2
100% reduced Effect of Buffs granted by your Golems (Tier 1),ゴーレムにより付与されるバフの効果が100%減少する (ティア 1)
+2% Chance to Block Spell Damage for each 1% Overcapped Chance to Block Attack Damage,アタックブロック率が最大値を超過した数値1%ごとにスペルブロック率が+2%される
+2% Chance to Block Spell Damage for each 1% Overcapped Chance to Block Attacks Damage,アタックブロック率が最大値を超過した数値1%ごとにスペルブロック率が+2%される
+2% Chance to Block Spells Damage for each 1% Overcapped Chance to Block Attack Damage,アタックブロック率が最大値を超過した数値1%ごとにスペルブロック率が+2%される
+2% Chance to Block Spells Damage for each 1% Overcapped Chance to Block Attacks Damage,アタックブロック率が最大値を超過した数値1%ごとにスペルブロック率が+2%される
+2% to maximum Chance to Block Attack Damage,アタックブロック率の最大値 +2%
You take 5% of Damage from Blocked Hits (Tier 1),ブロックしたヒットからダメージの5%を受ける (ティア 1)
+2% to maximum Chance to Block Spell Damage,スペルブロック率の最大値 +2%
+20 to Armour,アーマー +20
+2% Chance to Block (Tier 1),ブロック率 +2% (ティア 1)
+20 to Armour (Tier 1),アーマー +20 (ティア 1)
+20 to Evasion Rating (Tier 1),回避力 +20 (ティア 1)
+20 to maximum Energy Shield (Tier 4),最大エナジーシールド +20 (ティア 4)
+20 to maximum Life,最大ライフ +20
20% increased Stun Threshold (Tier 2),スタン閾値が20%増加する (ティア 2)
Recover 1% of Life on Kill (Tier 2),敵を倒した時にライフの1%を回復する (ティア 2)
Regenerate 0.4% of Life per second (Tier 2),毎秒ライフの0.4%を自動回復する (ティア 2)
+20% chance to Suppress Spell Damage,スペルダメージ抑制確率 +20%
-15% chance to Suppress Spell Damage if you've Suppressed Spell Damage Recently (Tier 1),直近スペルダメージを抑制していればスペルダメージ抑制確率 -15% (ティア 1)
+20% chance to be Poisoned,毒を付与される確率 +20%
100% chance to Avoid Bleeding (Tier 2),100%の確率で出血を無効化する (ティア 2)
60% chance to Avoid Bleeding (Tier 1),60%の確率で出血を無効化する (ティア 1)
