source,translation
Buzzing,電鳴の
Snapping,雷音の
Crackling,雷鳴の
Sparking,電光走る
Arcing,電弧する
Shocking,電撃の
Discharging,放電する
Electrocuting,感電する
Carbonising,炭化する
Crystalising,結晶化する
Vapourising,電殺する
Heavy,重い
Serrated,鋸刃の
Wicked,邪悪な
Vicious,凶悪な
Bloodthirsty,血に飢えた
Cruel,残酷な
Tyrannical,暴虐な
Merciless,無慈悲な
Squire's,従者の
Journeyman's,職工の
Reaver's,引き裂く者の
Mercenary's,傭兵の
Champion's,覇者の
Conqueror's,征服者の
Emperor's,皇帝の
Dictator's,独裁者の
Coercive,強要する
Agitative,焚き付ける
Instigative,駆り立てる
Provocative,先導する
Persuasive,説得する
Motivating,奮起させる
Inspirational,鼓舞する
Empowering,激励する
Apprentice's,弟子の
Adept's,達人の
Scholar's,学者の
Professor's,教授の
Occultist's,オカルティストの
Incanter's,呪術師の
Glyphic,グリフの
Runic,ルーンの
Caster's,術者の
Conjuror's,祈祷師の
Wizard's,魔法使いの
Warlock's,黒魔導師の
Mage's,魔道師の
Archmage's,大魔道師の
Lich's,リッチの
Searing,焦がす
Sizzling,焼ける
Blistering,焼けただれる
Cauterising,焼灼する
Smoldering,燻る
Magmatic,溶岩の
Volcanic,噴火する
Pyromancer's,操火術師の
Bitter,酷寒の
Biting,肌を刺す
Alpine,高山の
Snowy,降雪の
Hailing,降雹する
Arctic,極寒の
Crystalline,結晶体の
Cryomancer's,操氷術師の
Charged,帯電した
Hissing,風切り音の
Bolting,稲妻の
Coursing,駆け巡る
Striking,落雷の
Smiting,天誅の
Ionising,イオン化する
Electromancer's,操雷術師の
Impure,不純な
Tainted,汚れた
Clouded,曇った
Darkened,堕ちた
Malignant,悪意ある
Vile,卑劣な
Twisted,歪んだ
Malevolent,邪悪な
Punishing,処罰する
Unforgiving,容赦ない
Vengeful,執念深い
Sadistic,嗜虐的な
Pitiless,無情な
Agonising,責め立てる
Oppressor's,圧制者の
Torturer's,拷問官の
Explosive,爆発する
Eviscerating,腹を割く
Crippling,足を奪う
Disabling,無力化する
Decimating,殲滅する
Demolishing,破壊する
Obliterating,抹消する
Shattering,粉砕する
Sapper's,工兵の
Saboteur's,工作員の
Tinkerer's,修理工の
Mechanic's,機械工の
Engineer's,技師の
Inventor's,発明家の
Artificer's,工匠の
of the Mage,魔道師の
of the Enchanter,術師の
of the Sorcerer,妖術師の
of the Wizard,魔法使いの
of the Evoker,喚起者の
of Coals,石炭の
of Cinders,消し炭の
of Flames,炎の
of Immolation,焼棄の
of Inferno,業火の
of Snow,雪の
of Sleet,霙の
of Ice,氷の
of Rime,霧氷の
of Frostbite,凍傷の
of Sparks,電火の
of Static,静電気の
of Electricity,電気の
of Voltage,電圧の
of Thunder,電雷の
of Anarchy,無政府の
of Turmoil,動乱の
of Ruin,滅びの
of Havoc,大破壊の
of Armageddon,終末の
of Agony,苦痛の
of Suffering,苦しみの
of Torment,苦悩の
of Desolation,荒廃の
of Grief,悲嘆の
of the Taskmaster,監理者の
of the Despot,暴君の
of the Overseer,監視者の
of the Slavedriver,奴隷使いの
of the Tyrant,圧政者の
of Explosives,爆薬の
of Shrapnel,炸裂弾の
of Sabotage,サボタージュの
of Detonation,起爆の
of Pyrotechnics,花火の
of Combat,戦闘の
of Dueling,決闘の
of Battle,戦いの
of Conflict,争いの
of War,戦の
of the Archer,弓使いの
of the Fletcher,矢師の
of the Sharpshooter,狙撃兵の
of the Marksman,射手の
of the Sniper,狙撃手の
of the Newt,イモリの
of the Lizard,蜥蜴の
of the Flatworm,平虫の
of the Starfish,ヒトデの
of the Hydra,ヒドラの
of the Troll,トロルの
of Convalescence,再起の
of Recuperation,回復の
of Resurgence,復活の
of Immortality,不死の
of the Phoenix,不死鳥の
of Excitement,興奮の
of Joy,歓喜の
of Elation,高揚の
of Bliss,至福の
of Euphoria,陶酔の
of Nirvana,涅槃の
of the Parasite,寄生虫の
of the Locust,イナゴの
of the Remora,コバンザメの
of the Lamprey,ヤツメウナギの
of the Vampire,吸血鬼の
of the Thirsty,渇きの
of the Parched,乾きの
of the Arid,乾燥の
of the Drought,干魃の
of the Desperate,脱水の
of Success,成功の
of Victory,戦勝の
of Triumph,勝利の
of Conquest,征伐の
of Vanquishing,討伐の
of Valour,武勇の
of Glory,栄光の
of Legend,伝説の
of Absorption,吸収の
of Osmosis,浸透の
of Infusion,注入の
of Enveloping,包み込みの
of Consumption,摂食の
of Siphoning,抽出の
of Devouring,捕食の
of Assimilation,同化の
of Rejuvenation,活性化の
of Restoration,復元の
of Regrowth,再生の
of Nourishment,栄養の
of Skill,技術の
of Ease,容易さの
of Mastery,熟達の
of Renown,高名の
of Acclaim,絶賛の
of Fame,名声の
of Infamy,汚名の
of Celebration,祝賀の
of Talent,才能の
of Nimbleness,軽快さの
of Expertise,専門性の
of Sortilege,妖術の
of Legerdemain,誤魔化しの
of Prestidigitation,手品の
of Finesse,技巧の
Precise,精密な
Reliable,堅実な
Focused,集中する
Deliberate,慎重な
Consistent,一貫した
Steady,安定した
Hunter's,狩人の
Ranger's,レンジャーの
Amazon's,アマゾンの
Valkyrie's,ヴァルキリーの
of Menace,脅威の
of Disaster,災害の
of Calamity,厄災の
of Unmaking,帰無の
of Ire,痛憤の
of Anger,怒りの
of Rage,激怒の
of Fury,憤激の
of Ferocity,凶暴性の
of Destruction,破壊の
of Plunder,掠奪の
of Raiding,強奪の
of Archaeology,考古学の
of Excavation,発掘の
of Windfall,僥倖の
Magpie's,カササギの
Collector's,収集家の
Hoarder's,貯蔵者の
Pirate's,海賊の
Dragon's,竜の
of Shining,輝きの
of Light,光の
of Radiance,光輝の
of Warmth,暖かさの
of Kindling,点火の
of the Hearth,路床の
Steadfast,不動の
Unrelenting,不休の
Adamant,断固たる
Warded,守られし
Unwavering,揺るがぬ
Enduring,耐え忍ぶ
Unyielding,不屈の
Lady's,淑女の
Baronness',男爵夫人の
Viscountess',子爵夫人の
Marchioness',侯爵夫人の
Countess',伯爵夫人の
Duchess',公爵夫人の
Princess',王妃の
Queen's,女王の
Lord's,卿の
Baron's,男爵の
Viscount's,子爵の
Marquess',侯爵の
Count's,伯爵の
Duke's,公爵の
Prince's,王子の
King's,王の
Advisor's,相談役の
Counselor's,顧問の
Emissary's,使者の
Minister's,大臣の
Envoy's,特使の
Diplomat's,外交官の
Chancellor's,宰相の
of Sealing,縫合の
of Alleviation,軽減の
of Allaying,緩和の
of Assuaging,鎮痛の
of Staunching,止血の
of the Antitoxin,血清の
of the Remedy,医療の
of the Cure,治療の
of the Panacea,万能薬の
of the Antidote,解毒剤の
of Damping,湿気の
of Quashing,もみ消しの
of Quelling,鎮火の
of Quenching,冷却の
of Dousing,消火の
of Earthing,接地の
of Insulation,絶縁の
of the Impedance,抵抗の
of the Dielectric,誘電の
of Grounding,グランドの
of Convection,対流の
of Fluidity,流動性の
of Entropy,エントロピーの
of Dissipation,霧散の
of the Reversal,逆転の
of Heating,加熱の
of Unfreezing,解凍の
of Defrosting,除霜の
of the Temperate,温暖の
of Thawing,雪解けの
of Dulling,鈍らせの
of Deadening,鈍化の
of Interference,邪魔の
of Obstruction,妨害の
of the Bastion,要塞の
of the Watchman,見張りの
of the Custodian,管理人の
of the Sentry,番兵の
of the Protector,守り人の
of the Conservator,保護する者の
of the Bushfire,叢林火の
of the Molten Core,溶融核の
of the Solar Storm,太陽嵐の
of Furs,毛皮の
of the Tundra,ツンドラの
of the Mammoth,マンモスの
of Impedance,妨げの
of Shockproofing,耐電の
of the Lightning Rod,避雷針の
of Regularity,規則性の
of Concord,一致の
of Harmony,調和の
of the Deathless,死なずの
of the Everlasting,悠久の
of Enlivening,英気の
of Diffusion,拡散の
of Dispersal,霧散の
of Buffering,緩衝の
of Ardour,気勢の
of Suffusion,漲りの
of Impatience,焦燥の
of Restlessness,落ち着きのない
of Fretfulness,苛立ちの
of Motivation,動機の
of Anticipation,期待の
of Covering,被膜の
of Sheathing,覆いの
of Lining,裏地の
of Padding,詰め物の
of Furring,毛皮の
of Thermokryptance,耐熱秘匿の
of Deflecting,受け流しの
of Bending,屈曲の
of Curvation,湾曲の
of Diversion,逸らしの
of Flexure,たわみの
of Warping,歪曲の
of Piercing,貫通の
of Drilling,穿孔の
of Puncturing,刺突の
of Skewering,貫穿の
of Penetrating,穿通の
of Splintering,枝分かれの
of Many,多数の
of Surplus,余分の
of Shards,破片の
of Shelling,砲撃の
of Bursting,爆裂の
Restoring,復元する
Recovering,回復する
Renewing,再起する
Refreshing,回天する
Rejuvenating,活性化する
Regenerating,復活する
Affecting,感動させる
Stirring,元気づける
Heartening,励ます
Exciting,沸かせる
Galvanizing,激励する
Inspiring,鼓舞する
Conservative,保守的な
Transformative,変革的な
Progressive,進歩的な
Innovative,革新的な
Revolutionary,革命的な
of Refilling,補充の
of Restocking,補給の
of Replenishing,注ぎ足しの
of Pouring,流し込みの
of Brimming,横溢の
of Overflowing,溢流の
of Sipping,すすり飲みの
of Imbibing,摂取の
of Relishing,味わいの
of Savouring,堪能の
of Reveling,享楽の
of Nourishing,育みの
of Plenty,豊作の
of Fertility,肥沃の
of Bounty,恵みの
of the Harvest,収穫の
of Abundance,豊富さの
of Austerity,質素さの
of Frugality,倹約の
of Temperance,節制の
of Restraint,自制の
of Economy,節約の
of Scarcity,不足の
of Symbolism,象徴の
of Inscription,刻印の
of Ignition,発火の
of Scorching,焼き焦がす
of Incineration,焼却の
of Combustion,点火の
of Conflagration,着火の
of Freezing,凍結の
of Bleakness,荒涼感の
of the Glacier,氷山の
of the Hyperboreal,極北の
of the Arctic,極寒の
of Shocking,感電の
of Zapping,通電の
of Electrocution,電殺の
of Voltages,電圧の
of the Thunderbolt,雷撃の
Darting,軽捷な
Brisk,キビキビした
Quick,軽快な
Rapid,急速な
Nimble,敏速な
of Mending,癒しの
of Bandaging,包帯の
of Stitching,針縫いの
of Suturing,縫合の
of Fleshbinding,肉繋ぎの
of Reprieve,猶予の
of Solace,安堵の
of Tranquility,平穏の
of Serenity,静寂の
of Zen,禅の
of Impact,衝撃の
of Dazing,放心の
of Stunning,気絶の
of Slamming,叩きつけの
of Staggering,よろめきの
of the Concussion,震盪の
of the Pugilist,拳闘士の
of the Brawler,喧嘩屋の
of the Boxer,ボクサーの
of the Combatant,戦闘者の
of the Gladiator,剣闘士の
of the Champion,チャンピオンの
Catalysing,促進する
Infusing,注ぎ込む
Unleashed,解き放たれた
Overpowering,圧倒する
Devastating,壊滅させる
Fervent,熱血な
Ardent,熱烈な
Fanatic's,熱狂者の
Zealot's,狂信者の
Infernal,業炎の
Flamebound,炎縛の
Pernicious,致命的な
Destructive,破壊する
Malicious,害意ある
Ruthless,非情な
Frostbound,氷縛の
Deadly,危険な
Lethal,致命的な
Fatal,命取りな
Vorpal,ヴォーパル
Electrifying,導電する
Stormbound,嵐縛の
Acute,尖鋭な
Trenchant,鋭い
Perforating,穿つ
Incisive,切り込む
Lacerating,切り裂く
Impaling,串刺す
of Direction,指示の
of Outreach,差し伸べの
of Guidance,導きの
of Influence,感化の
of the Mentor,師の
of the Tutor,教師の
of the Director,指示者の
of the Headmaster,教頭の
of the Administrator,管理者の
of the Rector,牧師の
of the Constant,絶え間なき
of the Continuous,恒久の
of the Endless,終わりなき
of the Bottomless,底なしの
of the Perpetual,不朽の
of the Eternal,永遠の
of the Wide,広さの
of the Copious,大量の
of the Plentiful,豊富さの
of the Bountiful,豊かさの
of the Abundant,余りある
of the Ample,たっぷりの
of the Apprentice,弟子の
of the Practitioner,練習生の
of the Mixologist,混合学者の
of the Distiller,蒸留者の
of the Brewer,醸造者の
of the Chemist,化学者の
of the Medic,医師の
of the Doctor,医者の
of the Surgeon,外科医の
of the Foliage,枝葉の
of the Verdant,新緑の
of the Sylvan,森の
Dense,濃い
Undiluted,無希釈の
Hearty,しっかりした
Viscous,ねっとりした
Condensed,凝縮した
Catalysed,促進された
Opaque,不透明な
Compact,圧縮された
Full-bodied,濃厚な
Abundant,余りある
Substantial,多量の
Concentrated,濃縮された
Potent,強力な
Saturated,飽和した
Prudent,慎重な
Prepared,準備のいい
Wary,入念な
Careful,注意深い
Cautious,用心深い
Sustained,継続する
Tenacious,しぶとい
Persistent,持続する
Persevering,粘り強い
Prolonged,延長された
Impairing,阻害する
Dizzying,目眩のする
Depleting,消耗する
Vitiating,弱化する
Sapping,搾り取る
Aged,熟成した
Fermented,発酵した
Congealed,凝結した
Turbid,混濁した
Caustic,腐食する
Simmering,煮え立つ
Effervescent,沸騰した
Bubbling,泡立つ
Seething,沸き立つ
Novice's,初心者の
Acolyte's,侍祭の
Summoner's,召喚師の
Conjurer's,祈祷師の
Necromancer's,死霊術師の
Investigator's,調査者の
Analyst's,分析者の
Examiner's,検査者の
Clinician's,臨床医の
Experimenter's,実験者の
Herbal,薬草の
Floral,花のような
Blooming,咲き誇る
Sprouting,芽吹く
Petaled,花弁のある
Botanic,植物の
Natural,自然な
Evergreen,常緑の
Drizzling,霧雨降る
Soaked,ずぶ濡れの
Mistbound,霧縛の
Tidebound,潮縛の
Aqueous,水のような
Flooded,浸水した
Oceanic,大洋の
Raindancer's,雨乞師の
Sunny,日当たりよい
Dawnlit,夜明けの光の
Bright,晴朗な
Vibrant,煌めく
Lustrous,光沢ある
Sunburst,日輪の
of Stockpiling,備蓄の
of Ordnance,弾薬の
of Blasting,爆破の
of Bombarding,爆撃の
of Speed,速さの
of Brevity,短期の
of Rapidity,素早さの
of Swiftness,迅速の
of Fleetness,俊足の
of Alacrity,敏速さの
Accurate,正確な
of Ailing,病気の
Acrimonious,痛烈な
of Enduring,辛抱の
Armoured,装甲付き
Resonating,共鳴する
of Deadliness,危険の
of Demolishing,粉砕の
Combat,戦闘する
Commanding,命令する
Sinister,不吉の
of Cleaving,薙ぎ払いの
Bleeding,出血する
of Haemophilia,血友病の
Stifling,抑止する
of Blinding,盲目化の
Protecting,守護する
Slaying,殺す
of Nocking,矢番えの
of Enchanting,魔法の
of Chaining,連鎖の
of the Woodland,森林の
of the Thicker,密集の
Verdant,緑深い
Chaotic,混沌とした
of Frost,霜の
Chilling,冷却する
Numbing,麻痺させる
of Chronomancy,クロノマンシーの
Necromantic,降霊術の
Rancorous,恨みのある
of Annihilation,撃滅の
of Potency,有効性の
of Reloading,再装填の
Expanding,拡大する
of Chanting,付呪の
of Continuation,存続の
Hexing,呪う
of Backstabbing,不意打ちの
of Slicing,斬りつけの
of Mind,精神の
Exploiting,付け込む
of Diminishing,逓減の
Prismatic,多彩な
of Generation,発生の
Shimmering,揺らめく
Fevered,興奮した
Evasive,回避する
of Decrepifying,劣化の
of Thrashing,打ち据えの
Flailing,振り回す
of Gathering,採取の
of Prolonging,長持ちの
Focusing,集束する
of Forking,分岐の
of Snowbreathing,雪吹雪の
Heralding,先触れの
of Lengthening,伸延の
of Fending,受け流しの
of Sacrifice,生贄の
of Recovery,回復の
of Pathfinding,草分けの
of Frenzy,狂乱の
of Regeneration,回生の
Surging,電流の
Beating,連打の
of Thumping,打擲の
of Fountains,泉の
of Thirsting,渇水の
of Energy,エネルギーの
of Targeting,標的の
of Tracking,追跡の
Marking,呪を印す
of the Kraken,クラーケンの
Angry,怒った
Clashing,衝突する
Training,養成する
Companion,同伴する
of Orchestration,指揮の
of Righteousness,正義感の
of Marshalling,先導の
of Gripping,握りの
Authoritative,権威ある
Fortuitous,思いがけない
of Confidence,信頼の
of Revival,蘇りの
of Offering,供物の
Sacrificial,供犠の
Sharpened,研がれた
of Pinning,足止め
of Poisoning,毒殺の
Venomous,有毒な
of Infection,感染の
Archer's,弓兵の
Soaring,飛翔する
of Glaciers,氷河の
of Sequencing,連続する
Fletching,矢羽根ある
of Raging,憤怒の
of Retribution,仕返しの
Shielding,庇護する
of Paralyzing,麻痺の
Jolting,動揺させる
of Hastening,急ぎの
of Spearing,突槍の
of Hunting,狩りの
Spearheaded,槍先の
of Annihilating,殲滅の
Mystic,神秘の
of Withstanding,耐久の
of Barriers,隔壁の
of Inuring,慣れの
of Stoutness,不壊の
Haemorrhaging,溢血する
of Fencing,斬り合いの
Retaliating,報復する
Shaman's,シャーマンの
Carved,刻まれた
of Ancestry,先人の
Trapping,罠の
of Preparation,準備の
Triggered,誘発された
Punching,掌打の
of Warcries,雄叫びの
of Rallying,立て直しの
Yelling,怒号の
of Lungs,肺の
of Swapping,交換の
Withering,萎れる
of Jabbing,ジャブの
Retreating,後退する
Engaging,会敵する
Parrying,受け流す
of Unsettling,不安定の
of Biding,忍耐の
of Volatility,揮発性の
Kinship,血族の
Kindred,血縁の
Hazardous,危機的な
Incise,切開する
Rallying,立て直しの
of Inspiring,鼓舞の
Iconic,象徴的な
Greater,大きな
of Supremacy,至上の
Anger,アンガーの
Hatred,ヘイトレッドの
Wrath,ラースの
of the Essence,エッセンスの
Essence's,エッセンスの
Abyssal,アビサル
of the Abyss,アビスの
Breachlord's,ブリーチロードの
of the Inferno,業火の
of Fleeting,一瞬の
of Incision,切開の
of Endurance,耐久力の
of the Blur,残像の
of Venom,毒液の
of Bloodletting,瀉血の
of Shattering,砕きの
of Precision,精密さの
of Giants,巨人の
of Freedom,自由の
of Congealment,凝結の
of Hexproof,耐呪の
of Far Shot,遠射の
Shrouded,秘匿された
Enraging,激怒する
Berserking,狂化する
Hungering,餓える
of Nemeses,宿敵の
Frostbitten,凍傷の
Thunderous,電雷の
Painful,痛みの
Fleeting,束の間の
Tough,頑健性の
of Evasion,回避の
Puncturing,刺突する
of the Unwavering,確固不動の
Profane,冒涜的な
Impacting,衝突する
of Overpowering,圧倒の
Splitting,分裂する
of Enfeebling,弱体化の
of Slowing,減速の
of Erosion,侵蝕の
Sleet,霙れる
Penetrating,突破する
of Exposure,曝露の
of Drought,干魃の
of Smothering,窒息の
of Fatigue,疲労の
of Hexwarding,抗呪の
of Union,団結の
of Grasping,掴む
of Deceleration,減速する
of Cycling,サイクルの
Challenger's,挑戦者の
Breeding,繁殖する
Teeming,集う
Brimming,零れる
Abounding,溢れる
Bountiful,豊潤な
Elevated,高い
Treasurer's,宝庫番の
of the Cartographer,地図製作者の
of the Nemesis,強敵の
of Shrines,シュラインの
