source,translation
"Denoted service of {1} dekhara in the akhara of Balbala
Passives in radius are Conquered by the Maraketh","バルバラとのアカーラにより{1}人のデカーラの奉仕を示した
範囲内のパッシブはマラケスに征服される"
"Denoted service of {1} dekhara in the akhara of Asenath
Passives in radius are Conquered by the Maraketh","アセナスとのアカーラにより{1}人のデカーラの奉仕を示した
範囲内のパッシブはマラケスに征服される"
"Denoted service of {1} dekhara in the akhara of Nasima
Passives in radius are Conquered by the Maraketh",ナシマとのアカーラにより{1}人のデカーラの奉仕を示したn範囲内のパッシブはマラケスに征服される
"Carved to glorify {1} new faithful converted by High Templar Venarius
Passives in radius are Conquered by the Templars","ハイテンプラーヴェナリウスが改宗させた{1}人の新しい信者の栄光のために彫られた
範囲内のパッシブはテンプラーに征服される"
"Carved to glorify {1} new faithful converted by High Templar Maxarius
Passives in radius are Conquered by the Templars","ハイテンプラーマクサリウスが改宗させた{1}人の新しい信者の栄光のために彫られた
範囲内のパッシブはテンプラーに征服される"
"Carved to glorify {1} new faithful converted by High Templar Dominus
Passives in radius are Conquered by the Templars","ハイテンプラードミナスが改宗させた{1}人の新しい信者の栄光のために彫られた
範囲内のパッシブはテンプラーに征服される"
"Carved to glorify {1} new faithful converted by High Templar Avarius
Passives in radius are Conquered by the Templars","ハイテンプラーアヴァリウスが改宗させた{1}人の新しい信者の栄光のために彫られた
範囲内のパッシブはテンプラーに征服される"
"Commissioned {1} coins to commemorate Cadiro
Passives in radius are Conquered by the Eternal Empire","カディーロの記念コインを{1}個鋳造した
範囲内のパッシブはエターナル帝国に征服される"
"Commissioned {1} coins to commemorate Victario
Passives in radius are Conquered by the Eternal Empire","ヴィクタリオの記念コインを{1}個鋳造した
範囲内のパッシブはエターナル帝国に征服される"
"Commissioned {1} coins to commemorate Chitus
Passives in radius are Conquered by the Eternal Empire","チタスの記念コインを{1}個鋳造した
範囲内のパッシブはエターナル帝国に征服される"
"Commissioned {1} coins to commemorate Caspiro
Passives in radius are Conquered by the Eternal Empire","カスピロの記念コインを{1}個鋳造した
範囲内のパッシブはエターナル帝国に征服される"
"Remembrancing {1} songworthy deeds by the line of Vorana
Passives in radius are Conquered by the Kalguur","ヴォラナの一族が行った歌にするにふさわしい偉業{1}個を刻む
範囲内のパッシブはカルグールに征服される"
"Remembrancing {1} songworthy deeds by the line of Medved
Passives in radius are Conquered by the Kalguur","メドヴェッドの一族が行った歌にするにふさわしい偉業{1}個を刻む
範囲内のパッシブはカルグールに征服される"
"Remembrancing {1} songworthy deeds by the line of Olroth
Passives in radius are Conquered by the Kalguur","オルロスの一族が行った歌にするにふさわしい偉業{1}個を刻む
範囲内のパッシブはカルグールに征服される"
"Glorifying the defilement of {1} souls in tribute to Amanamu
Passives in radius are Conquered by the Abyssals
Desecration makes this item unstable","アマナムに捧げるために{1}体の魂を穢しそれを讃える
範囲内のパッシブはアビスに征服される
冒涜化によりこのアイテムは不安定になる"
"Glorifying the defilement of {1} souls in tribute to Kulemak
Passives in radius are Conquered by the Abyssals
Desecration makes this item unstable","クーラマクに捧げるために{1}体の魂を穢しそれを讃える
範囲内のパッシブはアビスに征服される
冒涜化によりこのアイテムは不安定になる"
"Glorifying the defilement of {1} souls in tribute to Kurgal
Passives in radius are Conquered by the Abyssals
Desecration makes this item unstable","クルガルに捧げるために{1}体の魂を穢しそれを讃える
範囲内のパッシブはアビスに征服される
冒涜化によりこのアイテムは不安定になる"
"Glorifying the defilement of {1} souls in tribute to Tecrod
Passives in radius are Conquered by the Abyssals
Desecration makes this item unstable","テクロッドに捧げるために{1}体の魂を穢しそれを讃える
範囲内のパッシブはアビスに征服される
冒涜化によりこのアイテムは不安定になる"
"Glorifying the defilement of {1} souls in tribute to Ulaman
Passives in radius are Conquered by the Abyssals
Desecration makes this item unstable","ウラマンに捧げるために{1}体の魂を穢しそれを讃える
範囲内のパッシブはアビスに征服される
冒涜化によりこのアイテムは不安定になる"
Can be modified while Corrupted,コラプト状態でも改変可能
Only affects Passives in Very Small Ring,極小型リング内のパッシブにのみ影響する
Only affects Passives in Small Ring,小型リング内のパッシブにのみ影響する
Only affects Passives in Medium-Small Ring,中小型リング内のパッシブにのみ影響する
Only affects Passives in Medium Ring,中型リング内のパッシブにのみ影響する
Only affects Passives in Medium-Large Ring,中大型リング内のパッシブにのみ影響する
Only affects Passives in Large Ring,大型リング内のパッシブにのみ影響する
Only affects Passives in Very Large Ring,特大リング内のパッシブにのみ影響する
Only affects Passives in Massive Ring,巨大リング内のパッシブにのみ影響する
Can have a second Instilled Modifier,注入エンチャントモッドをもう一個持つことができる
Can have {0} additional Instilled Modifiers,追加の注入エンチャントモッドを{0}個追加で持つことができる
Can have a up to 1 Implicit Modifier while Item has this Modifier,アイテムにこのモッドがある間は最大1個の暗黙モッドを持つことができる
Can have up to {0} Implicit Modifiers while Item has this Modifier,アイテムにこのモッドがある間は最大{0}個の暗黙モッドを持つことができる
{0} Prefix Modifier allowed,プレフィックスモッド {0}個
{0} Prefix Modifiers allowed,プレフィックスモッド {0}個
{0} Suffix Modifier allowed,サフィックスモッド {0}個
{0} Suffix Modifiers allowed,サフィックスモッド {0}個
Has no Sockets,ソケットを持たない
Can roll Minion Modifiers,ミニオンモッドをロール可能
Can roll Totem Modifiers,トーテムモッドをロール可能
Sacrifice up to {0} to receive double on Trial completion,最大{0}を捧げ試練の完了時に二倍の報酬を受け取る
Prefixes Cannot Be Changed,プレフィックスは変化しない
Implicit Modifiers Cannot Be Changed,暗黙モッドは変化しない
Suffixes Cannot Be Changed,サフィックスは変化しない
Cannot roll Caster Modifiers,キャスターモッドはロールされない
Cannot roll Attack Modifiers,アタックモッドはロールされない
Can have up to 3 Crafted Modifiers,クラフトモッドを最大3個まで持つことができる
Can have {0} additional Crafted Modifier,クラフトモッドを追加で{0}個持つことができる
Can have {0} additional Crafted Modifiers,クラフトモッドを追加で{0}個持つことができる
Cannot roll Modifiers with Required Level above {0},レベル{0}より高い要求レベルのモッドはロールされない
{0}% increased Explicit Ailment Modifier magnitudes,明示状態異常モッドの強さが{0}%増加する
{0}% reduced Explicit Ailment Modifier magnitudes,明示状態異常モッドの強さが{0}%減少する
{0}% increased Explicit Attribute Modifier magnitudes,明示能力値モッドの強さが{0}%増加する
{0}% reduced Explicit Attribute Modifier magnitudes,明示能力値モッドの強さが{0}%減少する
{0}% increased Explicit Caster Damage Modifier magnitudes,明示キャスターダメージモッドの強さが{0}%増加する
{0}% reduced Explicit Caster Damage Modifier magnitudes,明示キャスターダメージモッドの強さが{0}%減少する
{0}% increased Explicit Chaos Modifier magnitudes,明示混沌モッドの強さが{0}%増加する
{0}% reduced Explicit Chaos Modifier magnitudes,明示混沌モッドの強さが{0}%減少する
{0}% increased Explicit Cold Modifier magnitudes,明示冷気モッドの強さが{0}%増加する
{0}% reduced Explicit Cold Modifier magnitudes,明示冷気モッドの強さが{0}%減少する
{0}% increased Explicit Critical Modifier magnitudes,明示クリティカルモッドの強さが{0}%増加する
{0}% reduced Explicit Critical Modifier magnitudes,明示クリティカルモッドの強さが{0}%減少する
{0}% increased Explicit Damage Modifier magnitudes,明示ダメージモッドの強さが{0}%増加する
{0}% reduced Explicit Damage Modifier magnitudes,明示ダメージモッドの強さが{0}%減少する
{0}% increased Explicit Defence Modifier magnitudes,明示防御力モッドの強さが{0}%増加する
{0}% reduced Explicit Defence Modifier magnitudes,明示防御力モッドの強さが{0}%減少する
{0}% increased Explicit Fire Modifier magnitudes,明示火モッドの強さが{0}%増加する
{0}% reduced Explicit Fire Modifier magnitudes,明示火モッドの強さが{0}%減少する
{0}% increased Explicit Life Modifier magnitudes,明示ライフモッドの強さが{0}%増加する
{0}% reduced Explicit Life Modifier magnitudes,明示ライフモッドの強さが{0}%減少する
{0}% increased Explicit Lightning Modifier magnitudes,明示雷モッドの強さが{0}%増加する
{0}% reduced Explicit Lightning Modifier magnitudes,明示雷モッドの強さが{0}%減少する
{0}% increased Explicit Mana Modifier magnitudes,明示マナモッドの強さが{0}%増加する
{0}% reduced Explicit Mana Modifier magnitudes,明示マナモッドの強さが{0}%減少する
{0}% increased Explicit Physical Modifier magnitudes,明示物理モッドの強さが{0}%増加する
{0}% reduced Explicit Physical Modifier magnitudes,明示物理モッドの強さが{0}%減少する
{0}% increased Explicit Resistance Modifier magnitudes,明示耐性モッドの強さが{0}%増加する
{0}% reduced Explicit Resistance Modifier magnitudes,明示耐性モッドの強さが{0}%減少する
{0}% increased Explicit Speed Modifier magnitudes,明示スピードモッドの強さが{0}%増加する
{0}% reduced Explicit Speed Modifier magnitudes,明示スピードモッドの強さが{0}%減少する
{0}% increased Explicit Elemental Damage Modifier magnitudes,明示元素ダメージモッドの強さが{0}%増加する
{0}% reduced Explicit Elemental Damage Modifier magnitudes,明示元素ダメージモッドの強さが{0}%減少する
{0}% increased Explicit Minion Modifier magnitudes,明示ミニオンダメージモッドの強さが{0}%増加する
{0}% reduced Explicit Minion Modifier magnitudes,明示ミニオンダメージモッドの強さが{0}%減少する
{0}% increased Explicit Physical and Chaos Damage Modifier magnitudes,明示物理および混沌ダメージモッドの強さが{0}%増加する
{0}% reduced Explicit Physical and Chaos Damage Modifier magnitudes,明示物理および混沌ダメージモッドの強さが{0}%減少する
{0}% increased Desecrated Modifier magnitudes,冒涜モッドの強度が{0}%増加する
{0}% increased Explicit Modifier magnitudes,明示モッドの強さが{0}%増加する
{0}% reduced Explicit Modifier magnitudes,明示モッドの強さが{0}%減少する
Implicit Modifier magnitudes are doubled,暗黙モッドの強さ 二倍
Implicit Modifier magnitudes are tripled,暗黙モッドの強さ 三倍
{0}% increased Implicit Modifier magnitudes,暗黙モッドの強さが{0}%増加する
{0}% reduced Implicit Modifier magnitudes,暗黙モッドの強さが{0}%減少する
Grants Level {0} Snipe Skill,レベル{0}スナイプスキルを付与
Grants Spell Aegis,スペルイージスを付与する
Has 1 Abyssal Socket,アビスソケットを1個持つ
Has {0} Abyssal Sockets,アビスソケットを{0}個持つ
Has 1 Socket,ソケットを1個持つ
Has {0} Sockets,ソケットを{0}個持つ
Grants 1 additional Skill Slot,スキルスロットを追加で1個付与する
Grants {0} additional Skill Slots,スキルスロットを追加で{0}個付与する
You can only Socket Corrupted Gems in this item,このアイテムにはコラプト状態のジェムのみをソケットできる
Only Runes can be Socketed in this item,このアイテムにはルーンだけをソケットできる
Only Soul Cores can be Socketed in this item,このアイテムにソケットできるのはソウルコアだけである
+{0} to maximum Sockets,ソケットの最大数 +{0}
{0} to maximum Sockets,ソケットの最大数 {0}
Has one socket of each colour,それぞれの色のソケットを1個持つ
Area contains {0} Harbinger Portals,エリアにハービンジャーポータルが{0}個出現
Area is Breached,エリアはブリーチに侵入されている
Rare and Unique Monsters in Area are Possessed by at least {0} Tormented Spirit,エリアのレアおよびユニークモンスターは{0}体以上の拷問された幽霊に憑依されている
Rare and Unique Monsters in Area are Possessed by at least {0} Tormented Spirits,エリアのレアおよびユニークモンスターは{0}体以上の拷問された幽霊に憑依されている
Harvests in Area contain {0} Crops,エリアのハーベストは{0}箇所の作物が出現する
"Area contains {0} additional Abysses that have already fully opened
Abysses contain monsters from Beyond this realm","エリアに完全に開かれたアビスが追加で{0}個出現する
このレルムではアビスにビヨンドモンスターが含まれる"
Area contains a Breach,エリアにはブリーチが1個出現する
Area contains {0} Breaches,エリアにはブリーチが{0}個出現する
{0} Monsters are imprisoned by Essences,{0}体のモンスターがエッセンスに閉じ込められている
Area contains an additional Strongbox,エリアにはストロングボックスが追加で1個出現する
Area contains {0} additional Strongboxes,エリアに追加のストロングボックスが{0}個出現
Players in Area take on the form of Harbingers,エリアのプレイヤーはハービンジャーの姿となる
You can only Socket Ruby Jewels in this item,このアイテムにはルビージュエルだけをソケットできる
You can only Socket Emerald Jewels in this item,このアイテムにはエメラルドジュエルだけをソケットできる
You can only Socket Sapphire Jewels in this item,このアイテムにはサファイアジュエルだけをソケットできる
You can only Socket {0} Ruby Jewel in this item,このアイテムにルビージュエルを{0}個だけソケットできる
You can only Socket {1} Emerald Jewel in this item,このアイテムにエメラルドジュエルを{1}個だけソケットできる
You can only Socket {2} Sapphire Jewel in this item,このアイテムにサファイアジュエルを{2}個だけソケットできる
You can only Socket {0} Ruby and {1} Emerald Jewel in this item,このアイテムにルビージュエルを{0}個、エメラルドジュエルを{1}個だけソケットできる
You can only Socket {0} Ruby and {2} Sapphire Jewel in this item,このアイテムにルビージュエルを{0}個、サファイアジュエルを{2}個だけソケットできる
You can only Socket {1} Emerald and {2} Sapphire Jewel in this item,このアイテムにエメラルドジュエルを{1}個、サファイアジュエルを{2}個だけソケットできる
"You can only Socket {0} Ruby, {1} Emerald, and {2} Sapphire Jewel in this item",このアイテムにルビージュエルを{0}個、エメラルドジュエルを{1}個、サファイアジュエルを{2}個だけソケットできる
You can only Socket {0} Ruby Jewels in this item,このアイテムにルビージュエルを{0}個だけソケットできる
You can only Socket {1} Emerald Jewels in this item,このアイテムにエメラルドジュエルを{1}個だけソケットできる
You can only Socket {2} Sapphire Jewels in this item,このアイテムにサファイアジュエルを{2}個だけソケットできる
You can only Socket {0} Ruby and {1} Emerald Jewels in this item,このアイテムにルビージュエルを{0}個、エメラルドジュエルを{1}個だけソケットできる
You can only Socket {0} Ruby and {2} Sapphire Jewels in this item,このアイテムにルビージュエルを{0}個、サファイアジュエルを{2}個だけソケットできる
You can only Socket {1} Emerald and {2} Sapphire Jewels in this item,このアイテムにエメラルドジュエルを{1}個、サファイアジュエルを{2}個だけソケットできる
"You can only Socket {0} Ruby, {1} Emerald, and {2} Sapphire Jewels in this item",このアイテムにルビージュエルを{0}個、エメラルドジュエルを{1}個、サファイアジュエルを{2}個だけソケットできる
Gems can be Socketed in this Item ignoring Socket Colour,ソケットの色を無視してこのアイテムにジェムをソケットできる
This item gains bonuses from Socketed Soul Cores as though it was also Boots,このアイテムはソケットされたソウルコアが靴にソケットされたと仮定してボーナスを獲得する
This item gains bonuses from Socketed Soul Cores as though it was also Gloves,このアイテムはソケットされたソウルコアが手袋にソケットされたと仮定してボーナスを獲得する
This item gains bonuses from Socketed Soul Cores as though it was also a Helmet,このアイテムはソケットされたソウルコアが兜にソケットされたと仮定してボーナスを獲得する
This item gains bonuses from Socketed Soul Cores as though it was also a Shield,このアイテムはソケットされたソウルコアが盾にソケットされたと仮定してボーナスを獲得する
Breach Hands are small,ブリーチの手は小さくなる
Harbingers have {0}% increased Cooldown Recovery Rate,ハービンジャーのクールダウン解消レートが{0}%増加する
Harbingers have {0}% reduced Cooldown Recovery Rate,ハービンジャーのクールダウン解消レートが{0}%減少する
Strongboxes are found in Sequences of {0},ストロングボックスは{0}個並んで出現する
Area has {0}% chance to contain a Boss from Beyond,エリアに{0}%の確率でビヨンドからのボスが出現する
Area contains a Boss from Beyond,エリアにビヨンドからのボスが出現する
Crops in Area are larger in size,エリアの作物のサイズが大きくなる
Imprisoned Monsters have {0} Essences,閉じ込められたモンスターは{0}個エッセンスを持つ
Rare and Unique Monsters in Area are Possessed by up to {0} Tormented Spirits and their Minions are Touched,エリアのレアおよびユニークモンスターは最大{0}体の拷問された幽霊に憑依されており、そのミニオンは触れられている
Area contains {0} Clasped Hands,エリアに{0}個の閉じた手が出現する
Players have {0}% chance to summon a pack of Harbinger Monsters on Kill,プレイヤーが敵を倒した時に{0}%の確率でハービンジャーモンスターのパックを召喚する
Players summon a pack of Harbinger Monsters on Kill,プレイヤーが敵を倒した時にハービンジャーモンスターのパックを召喚する
"Consumes Socketed Uncorrupted Support Gems when they reach Maximum Level
Can Consume {0} Uncorrupted Support Gem
Has not Consumed any Gems","ソケットされたコラプト状態でないサポートジェムが最大レベルに達した時にそのジェムを吸収する
コラプト状態でないサポートジェムを{0}個吸収できる
ジェムを一つも吸収していない"
"Consumes Socketed Uncorrupted Support Gems when they reach Maximum Level
Can Consume {0} additional Uncorrupted Support Gem","ソケットされたコラプト状態でないサポートジェムが最大レベルに達した時にそのジェムを吸収する
コラプト状態でないサポートジェムをさらに追加で{0}個吸収できる"
"Consumes Socketed Uncorrupted Support Gems when they reach Maximum Level
Can Consume {0} Uncorrupted Support Gems
Has not Consumed any Gems","ソケットされたコラプト状態でないサポートジェムが最大レベルに達した時にそのジェムを吸収する
コラプト状態でないサポートジェムを{0}個吸収できる
ジェムを一つも吸収していない"
"Consumes Socketed Uncorrupted Support Gems when they reach Maximum Level
Can Consume {0} additional Uncorrupted Support Gems","ソケットされたコラプト状態でないサポートジェムが最大レベルに達した時にそのジェムを吸収する
コラプト状態でないサポートジェムをさらに追加で{0}個吸収できる"
Has Consumed 1 Gem,1個のジェムを吸収済み
Abyss Jewels found have {0}% chance to be Corrupted and have 5 or 6 random Modifiers,見つかるアビスジュエルは{0}%の確率でコラプト状態となり5または6個のランダムなモッドを持つ
Abyss Jewels found are Corrupted and have 5 or 6 random Modifiers,見つかるアビスジュエルはコラプト状態となり5または6個のランダムなモッドを持つ
Breaches open and close {0}% faster,ブリーチが開く速度および閉じる速度が{0}%速い
Breaches open and close {0}% slower,ブリーチが開く速度および閉じる速度が{0}%遅い
Essences imprison a Rogue Exile,エッセンスはローグエグザイルを閉じ込めている
Harvest Seeds in Area are at least Tier 2,エリアのハーベストシードは最低でもティア2となる
Items found in Area are replaced by stacks of Currency Shards,エリアで見つかるアイテムはカレンシーシャードのスタックに置き換わる
Breach has {0}% chance to contain a Boss,ブリーチは{0}%の確率でボスが出現する
Strongboxes have {0}% chance to be an Operative's Strongbox,ストロングボックスは{0}%の確率で諜報員のストロングボックスになる
Breaches have {0}% increased Area of Effect,ブリーチの効果範囲が{0}%増加する
Breach Splinters have {0}% chance to drop as Breachstones instead,{0}%の確率でブリーチスプリンターの代わりにブリーチストーンがドロップする
Breach Bosses Defeated in Area have {0}% chance to drop a Breachstone,エリアで倒したブリーチボスは{0}%の確率でブリーチストーンを1個ドロップする
Essences found are a tier higher,見つかるエッセンスは1ティア高くなる
Essences found have {0}% chance to be a tier higher,見つかるエッセンスは{0}%の確率で1ティア高くなる
Tier 2 Harvest Seeds in Area have {0}% chance to be upgraded to Tier 3,エリアのティア2のハーベストシードは{0}%の確率でティア3にアップグレードされる
Strongboxes have {0}% chance to be guarded by an additional Pack of Monsters,ストロングボックスは{0}%の確率で追加のモンスターパックに守られている
Breach Monsters have {0}% increased Maximum Life,ブリーチモンスターの最大ライフが{0}%増加する
Breach Monsters have {0}% reduced Maximum Life,ブリーチモンスターの最大ライフが{0}%減少する
Corrupting Imprisoned Monsters cannot release them,閉じ込められたモンスターをコラプトした時にそのモンスターを解放しない
Tier 3 Harvest Seeds in Area have {0}% chance to be upgraded to Tier 4,エリアのティア3のハーベストシードは{0}%の確率でティア4にアップグレードされる
Monsters contained in Strongboxes have {0}% increased Life,ストロングボックスに潜んでいるモンスターの最大ライフが{0}増加する
Weapons and Shields found have {0}% chance to be Corrupted with an Implicit,武器および盾は{0}%の確率で暗黙モッドを持つコラプト状態で見つかる
Weapons and Shields found have {0}% chance to be Fractured,武器および盾は{0}%の確率でフラクチャー状態で見つかる
Weapons and Shields found have {0}% chance to be fully Linked,武器および盾は{0}%の確率でソケットが完全にリンクされた状態で見つかる
Weapons and Shields found have {0}% chance to have the maximum number of Sockets,武器および盾は{0}%の確率でソケットが最大数の状態で見つかる
Breach Monsters deal {0}% increased Damage,ブリーチモンスターのダメージが{0}%増加する
Breach Monsters deal {0}% reduced Damage,ブリーチモンスターのダメージが{0}%減少する
Monsters Imprisoned by a Shrieking Essence will be Duplicated when released,喚きのエッセンスに閉じ込められたモンスターは解放された時に複製される
Monsters contained in Strongboxes deal {0}% increased Damage,ストロングボックスに潜んでいるモンスターのダメージが{0}増加する
Imprisoned Monsters have {0}% chance to drop an additional Rare Item with an Essence Modifier,閉じ込められたモンスターは{0}%の確率でエッセンスモッド1個を持つレアアイテムを追加で1個ドロップする
Imprisoned Monsters drop an additional Rare Item with an Essence Modifier,閉じ込められたモンスターはエッセンスモッド1個を持つレアアイテムを追加で1個ドロップする
"{0}% chance to Trigger a Socketed Warcry Skill when you lose Endurance Charges, with a 0.25 second Cooldown",エンデュランスチャージを失った時に{0}%の確率でソケットされたウォークライスキルをトリガーする。クールダウンは0.25秒
"Trigger a Socketed Warcry Skill on losing Endurance Charges, with a 0.25 second Cooldown",エンデュランスチャージを失った時にソケットされたウォークライスキルをトリガーする。クールダウンは0.25秒
{0} to Level of Socketed Gems,ソケットされたジェムのレベル {0}
{0} to Level of Socketed Strength Gems,ソケットされた筋力ジェムのレベル {0}
{0} to Level of Socketed Dexterity Gems,ソケットされた器用さジェムのレベル {0}
Can Socket a non-Unique Basic Jewel into the Phylactery,ユニーク以外の基本ジュエルだけソケットできる
{0} to Level of Socketed Intelligence Gems,ソケットされた知性ジェムのレベル {0}
{0}% increased Effect of bonuses gained from Socketed Jewel,ソケットされたジュエルから得られるボーナスの効果が{0}%増加する
{0}% reduced Effect of bonuses gained from Socketed Jewel,ソケットされたジュエルから得られるボーナスの効果が{0}%減少する
+1 to Level of Socketed Skill Gems per {0} Player Levels,プレイヤーのレベル{0}ごとにソケットされたスキルジェムのレベル +1
Gems Socketed in Red Sockets have {0} to Level,赤色ソケットにソケットされたジェムのレベル {0}
Gems Socketed in Green Sockets have {0}% to Quality,緑色ソケットにソケットされたジェムの品質 {0}%
Gems Socketed in Blue Sockets gain {0}% increased Experience,青色ソケットにソケットされたジェムは獲得経験値が{0}%増加する
{0} to Level of Socketed Fire Gems,ソケットされた火ジェムのレベル {0}
{0}% more Mana Cost of Skills if you have no Energy Shield,エナジーシールドが0の時にマナコストが{0}%上昇する
{0}% less Mana Cost of Skills if you have no Energy Shield,エナジーシールドが0の時にマナコストが{0}%低下する
{0} to Level of Socketed Cold Gems,ソケットされた冷気ジェムのレベル {0}
{0} to Level of Socketed Lightning Gems,ソケットされた雷ジェムのレベル {0}
{0} to Level of Socketed Chaos Gems,ソケットされた混沌ジェムのレベル {0}
{0} to Level of Socketed Spell Gems,ソケットされたスペルジェムのレベル {0}
{0} to Level of Socketed Duration Gems,ソケットされた持続時間ジェムのレベル {0}
{0} to Level of Socketed AoE Gems,ソケットされた効果範囲ジェムのレベル {0}
{0} to Level of Socketed Projectile Gems,ソケットされた投射物ジェムのレベル {0}
{0} to Level of Socketed Bow Gems,ソケットされた弓ジェムのレベル {0}
{0} to Level of Socketed Melee Gems,ソケットされた近接ジェムのレベル {0}
{0} to Level of Socketed Minion Gems,ソケットされたミニオンジェムのレベル {0}
{0} to Level of Socketed Aura Gems,ソケットされたオーラジェムのレベル {0}
{0} to Level of Socketed Herald Gems,ソケットされたヘラルドジェムのレベル {0}
{0} to Level of Socketed Movement Gems,ソケットされた移動ジェムのレベル {0}
{0} to Level of Socketed Curse Gems,ソケットされた呪いジェムのレベル {0}
{0} to Level of Socketed Trap Gems,ソケットされたトラップジェムのレベル {0}
{0} to Level of Socketed Trap or Mine Gems,ソケットされたトラップまたはマインジェムのレベル {0}
{0} to Level of Socketed Vaal Gems,ソケットされたヴァールジェムのレベル {0}
{0} to Level of Socketed Support Gems,ソケットされたサポートジェムのレベル {0}
{0} to Level of Socketed Skill Gems,ソケットされたスキルジェムのレベル {0}
{0} to Level of Socketed Non-Vaal Gems,ソケットされた非ヴァールジェムのレベル {0}
{0} to Level of Socketed Warcry Gems,ソケットされたウォークライジェムのレベル {0}
Socketed Golem Skills have {0}% increased Attack and Cast Speed,ソケットされたゴーレムスキルのアタックスピードおよびキャストスピードが{0}%増加する
{0}% increased Effect of Buffs granted by Socketed Golem Skills,ソケットされたゴーレムスキルにより付与されるバフの効果が{0}%増加する
Socketed Golem Skills have {0}% chance to Taunt on Hit,ソケットされたゴーレムスキルはヒット時に{0}%の確率で敵を挑発する
Socketed Golem Skills have Minions Regenerate {0}% of maximum Life per second,ソケットされたゴーレムスキルのミニオンは毎秒ライフの{0}%を自動回復する
Gain Onslaught for {0} seconds when you Cast Socketed Golem Skill,ソケットされたゴーレムスキルをキャスト時に猛攻を{0}秒間獲得する
{0} to Level of Socketed Golem Gems,ソケットされたゴーレムジェムのレベル {0}
{0}% to Quality of Socketed Gems,ソケットされたジェムの品質 {0}%
{0}% to Quality of Socketed Support Gems,ソケットされたサポートジェムの品質 {0}%
{0}% to Quality of Socketed Skill Gems,ソケットされたスキルジェムの品質 {0}%
{0}% to Quality of Socketed AoE Gems,ソケットされた効果範囲ジェムの品質 {0}%
{0}% to Quality of Socketed Aura Gems,ソケットされたオーラジェムの品質 {0}%
{0}% to Quality of Socketed Bow Gems,ソケットされた弓ジェムの品質 {0}%
